"Rank","Player","Year","Pos","Team","AAV",""
"","Brandon Johnson","2023","WR","DEN","$705,000",""
"","Chris Lacy","2023","WR","LV","$870,000",""
"","Isaiah Pola-Mao","2023","S","LV","$705,000",""
"","D.J. Turner","2023","WR","LV","$870,000",""
"","Kristian Wilkerson","2023","WR","LV","$870,000",""
"","Myles Adams","2023","DT","SEA","$870,000",""
"","Cade Johnson","2023","WR","SEA","$870,000",""
"","Vi Jones","2023","LB","SEA","$0",""
"","Andre Baccellia","2023","WR","ARI","$0",""
"","Tyler Mabry","2023","TE","SEA","$660,000",""
"","Jonathan Ledbetter","2023","DE","ARI","$705,000",""
"","Cody Thompson","2023","WR","SEA","$870,000",""
"","Jesse Luketa","2023","LB","ARI","$705,000",""
"","Easop Winston","2023","WR","SEA","$870,000",""
"","Dylan Mabin","2023","CB","ARI","$0",""
"","Christian Matthew","2023","CB","ARI","$936,121",""
"","Ben Stille","2023","DT","ARI","$870,000",""
"","Noah Togiai","2023","TE","ARI","$870,000",""
"","Ty'Son Williams","2023","RB","ARI","$895,000",""
"","Tucker Addington","2023","LS","NE","$0",""
"","Olakunle Fatukasi","2023","LB","NE","$750,000",""
"","Kevin Harris","2023","RB","NE","$705,000",""
"","Bill Murray","2023","DT","NE","$870,000",""
"","Kody Russey","2023","C","NE","$705,000",""
"","Sam Kamara","2023","DT","CLE","$0",""
"","Matt Sokol","2023","TE","NE","$870,000",""
"","Nate McCrary","2023","RB","CLE","$870,000",""
"","Chris Westry","2023","CB","CLE","$870,000",""
"","Coy Cronk","2023","T","JAC","$870,000",""
"","Tim Jones","2023","WR","JAC","$705,000",""
"","Gregory Junior","2023","CB","JAC","$705,000",""
"","Kendric Pryor","2023","WR","JAC","$854,333",""
"","Nick Thurman","2023","DE","JAC","$870,000",""
"","Josiah Bronson","2023","DT","MIA","$927,500",""
"","John Lovett","2023","FB","MIA","$870,000",""
"","Verone McKinley","2023","S","MIA","$705,000",""
"","Braylon Sanders","2023","WR","MIA","$1,855,000",""
"","Kion Smith","2023","T","MIA","$0",""
"","Bryce Thompson","2023","CB","MIA","$870,000",""
"","Josh Blackwell","2023","CB","CHI","$870,000",""
"","Hakeem Butler","2023","WR","PIT","$870,000",""
"","Dieter Eiselen","2023","G","CHI","$870,000",""
"","Dez Fitzpatrick","2023","WR","PIT","$0",""
"","DeMarquis Gates","2023","OLB","CHI","$705,000",""
"","Jason Huntley","2023","RB","PIT","$0",""
"","Joe Reed","2023","WR","CHI","$870,000",""
"","Manny Jones","2023","DT","PIT","$0",""
"","A.J. Thomas","2023","S","CHI","$705,000",""
"","Ryan McCollum","2023","C","PIT","$0",""
"","Jake Tonges","2023","TE","CHI","$0",""
"","Cody White","2023","WR","PIT","$0",""
"","Sterling Weatherford","2023","LB","CHI","$856,667",""
"","Renell Wren","2023","DT","PIT","$0",""
"","Alex Bachman","2023","WR","HOU","$0",""
"","Jacobi Francis","2023","S","HOU","$0",""
"","Zack Bailey","2023","G","LAC","$0",""
"","D'Angelo Ross","2023","CB","HOU","$927,500",""
"","Cameron Dicker","2023","P","LAC","$870,000",""
"","John Hightower","2023","WR","LAC","$0",""
"","Christopher Hinton","2023","DT","LAC","$705,000",""
"","Michael Jacquet","2023","CB","LAC","$0",""
"","Raheem Layne","2023","S","LAC","$0",""
"","David Moa","2023","DT","LAC","$0",""
"","Foster Sarell","2023","T","LAC","$705,000",""
"","Mark Webb","2023","S","LAC","$0",""
"","Zonovan Knight","2023","RB","NYJ","$705,000",""
"","Chazz Surratt","2023","LB","NYJ","$942,500",""
"","Kameron Cline","2023","DT","BUF","$705,000",""
"","Jared Mayden","2023","S","BUF","$0",""
"","Quintin Morris","2023","TE","BUF","$787,500",""
"","Maurice Alexander","2023","WR","DET","$870,000",""
"","Kayode Awosika","2023","G","DET","$705,000",""
"","Trinity Benson","2023","WR","DET","$660,000",""
"","Brady Breeze","2023","S","DET","$0",""
"","Khalil Dorsey","2023","CB","DET","$0",""
"","Jermar Jefferson","2023","RB","DET","$0",""
"","Jarren Williams","2023","CB","DET","$870,000",""
"","Will Bradley-King","2023","DE","WAS","$870,000",""
"","Tariq Castro-Fields","2023","CB","WAS","$948,004",""
"","Brandon Dillon","2023","TE","WAS","$870,000",""
"","Benning Potoa'e","2023","DE","WAS","$787,500",""
"","John Ridgeway","2023","DT","WAS","$975,638",""
"","Micah Abernathy","2023","S","ATL","$705,000",""
"","Dorian Etheridge","2023","ILB","ATL","$0",""
"","Caleb Huntley","2023","RB","ATL","$705,000",""
"","Nathan Landman","2023","ILB","ATL","$0",""
"","Kaylon Geiger","2023","WR","TB","$927,500",""
"","LaCale London","2023","DE","ATL","$870,000",""
"","Grant Hermanns","2023","T","TB","$0",""
"","Liam McCullough","2023","LS","ATL","$870,000",""
"","John Molchon","2023","G","TB","$787,500",""
"","Ryan Neuzil","2023","C","ATL","$705,000",""
"","J.J. Russell","2023","LB","TB","$927,500",""
"","Deven Thompkins","2023","WR","TB","$0",""
"","Nolan Turner","2023","S","TB","$927,500",""
"","Brandon Walton","2023","T","TB","$787,500",""
"","Lynn Bowden","2023","RB","NO","$870,000",""
"","David Wells","2023","TE","TB","$870,000",""
"","Malik Davis","2023","RB","DAL","$705,000",""
"","Jack Heflin","2023","DT","NO","$870,000",""
"","Brock Hoffman","2023","C","DAL","$1,855,000",""
"","Niko Lalos","2023","DE","NO","$870,000",""
"","Alex Taylor","2023","T","DAL","$927,500",""
"","Troy Pride Jr.","2023","CB","NO","$0",""
"","Kavontae Turpin","2023","WR","DAL","$853,333",""
"","Nephi Sewell","2023","LB","NO","$927,500",""
"","Rashid Shaheed","2023","WR","NO","$705,000",""
"","Jack Cochrane","2023","LB","KC","$705,000",""
"","Sebastian Gutierrez","2023","T","KC","$0",""
"","Nazeeh Johnson","2023","CB","KC","$705,000",""
"","Cornell Powell","2023","WR","KC","$870,000",""
"","Kalon Barnes","2023","CB","MIN","$235,000",""
"","Theo Jackson","2023","CB","MIN","$705,000",""
"","Trishton Jackson","2023","WR","MIN","$0",""
"","William Kwenkeu","2023","LB","MIN","$927,500",""
"","Cal Adomitis","2023","LS","CIN","$870,000",""
"","Nick Muse","2023","TE","MIN","$0",""
"","Nick Bowers","2023","TE","CIN","$870,000",""
"","Blake Proehl","2023","WR","MIN","$0",""
"","Drue Chrisman","2023","P","CIN","$705,000",""
"","Benton Whitley","2023","OLB","MIN","$0",""
"","Allan George","2023","CB","CIN","$0",""
"","Raymond Johnson III","2023","DE","CIN","$870,000",""
"","Alex Barrett","2023","DE","SF","$870,000",""
"","Keandre Jones","2023","LB","CIN","$870,000",""
"","Dazz Newsome","2023","WR","SF","$870,000",""
"","Marvell Tell","2023","CB","CIN","$870,000",""
"","Darrell Baker Jr.","2023","CB","IND","$0",""
"","Trevor Denbow","2023","S","IND","$0",""
"","Arlington Hambright","2023","T","IND","$0",""
"","Cameron McGrone","2023","LB","IND","$705,000",""
"","A.J. Arcuri","2023","T","LAR","$705,000",""
"","Carter O'Donnell","2023","T","IND","$705,000",""
"","Earnest Brown","2023","DE","LAR","$705,000",""
"","Shaun Jolly","2023","CB","LAR","$870,000",""
"","Lance McCutcheon","2023","WR","LAR","$856,000",""
"","Ronnie Rivers","2023","RB","LAR","$705,000",""
"","Keir Thomas","2023","OLB","LAR","$705,000",""
"","Zach Thomas","2023","T","LAR","$705,000",""
"","Austin Trammell","2023","WR","LAR","$705,000",""
"","Raheem Blackshear","2023","RB","CAR","$705,000",""
"","Innis Gaines","2023","CB","GB","$705,000",""
"","Deonte Brown","2023","G","CAR","$0",""
"","Caleb Jones","2023","T","GB","$705,000",""
"","Larnel Coleman","2023","T","CAR","$705,000",""
"","Luke Tenuta","2023","T","GB","$953,171",""
"","Yasir Abdullah","2023","LB","JAC","$1,051,304",""
"","K.J. Henry","2023","DE","WAS","$1,049,816",""
"","Darius Rush","2023","CB","IND","$1,049,415",""
"","Clayton Tune","2023","QB","ARI","$1,047,656",""
"","Dorian Thompson-Robinson","2023","QB","CLE","$1,045,568",""
"","Israel Abanikanda","2023","RB","NYJ","$1,044,944",""
"","Jaquelin Roy","2023","DT","MIN","$1,044,943",""
"","Cameron Mitchell","2023","CB","CLE","$1,044,308",""
"","Atonio Mafi","2023","G","NE","$1,043,885",""
"","Jammie Robinson","2023","S","CAR","$1,042,383",""
"","Jordan Howden","2023","S","NO","$1,041,682",""
"","Josh Whyle","2023","TE","TEN","$1,041,343",""
"","Noah Sewell","2023","LB","CHI","$1,041,237",""
"","Sean Clifford","2023","QB","GB","$1,041,045",""
"","Justin Shorter","2023","WR","BUF","$1,040,987",""
"","Mike Morris","2023","DE","SEA","$1,043,019",""
"","Tyreke Smith","2023","DE","SEA","$995,244",""
"","Colby Sorsdal","2023","T","DET","$1,040,021",""
"","SirVocea Dennis","2023","LB","TB","$1,039,331",""
"","D'Marco Jackson","2023","ILB","NO","$994,229",""
"","Olu Oluwatimi","2023","C","SEA","$1,039,114",""
"","Darrell Luter Jr.","2023","CB","SF","$1,038,378",""
"","Jordan McFadden","2023","G","LAC","$1,038,035",""
"","Kyu Blu Kelly","2023","CB","BAL","$1,037,286",""
"","Tycen Anderson","2023","S","CIN","$991,521",""
"","Dontayvion Wicks","2023","WR","GB","$1,035,637",""
"","Antonio Johnson","2023","S","JAC","$1,035,458",""
"","Nick Hampton","2023","OLB","LAR","$1,034,776",""
"","Will Mallory","2023","TE","IND","$1,032,648",""
"","Chase Brown","2023","RB","CIN","$1,031,539",""
"","Jaren Hall","2023","QB","MIN","$1,029,819",""
"","Marcus McKethan","2023","G","NYG","$984,128",""
"","Terell Smith","2023","CB","CHI","$1,028,971",""
"","B.J. Thompson","2023","DE","KC","$1,027,913",""
"","Eric Gray","2023","RB","NYG","$1,021,244",""
"","Christopher Smith II","2023","S","LV","$1,021,244",""
"","Owen Pappoe","2023","LB","ARI","$1,021,244",""
"","Henry To'oTo'o","2023","LB","HOU","$1,021,244",""
"","Payne Durham","2023","TE","TB","$1,021,244",""
"","Asim Richards","2023","T","DAL","$1,021,244",""
"","Robert Beal Jr.","2023","OLB","SF","$1,021,244",""
"","Evan Hull","2023","RB","IND","$1,021,244",""
"","Davis Allen","2023","TE","LAR","$1,021,244",""
"","Warren McClendon Jr.","2023","T","LAR","$1,021,244",""
"","Puka Nacua","2023","WR","LAR","$1,021,244",""
"","Eric Scott Jr.","2023","CB","DAL","$1,014,576",""
"","Karl Brooks","2023","DT","GB","$1,013,007",""
"","Kei'Trel Clark","2023","CB","ARI","$1,012,153",""
"","Darrian Beavers","2023","LB","NYG","$966,636",""
"","Josh Hayes","2023","S","TB","$1,011,093",""
"","JL Skinner","2023","S","DEN","$1,009,055",""
"","Zaire Barnes","2023","LB","NYJ","$1,009,055",""
"","Parker Washington","2023","WR","JAC","$1,008,066",""
"","Jaelyn Duncan","2023","T","TEN","$1,007,450",""
"","Kayshon Boutte","2023","WR","NE","$1,006,818",""
"","Tanner McKee","2023","QB","PHI","$1,006,630",""
"","Luke Wypler","2023","C","CLE","$1,004,993",""
"","Trey Palmer","2023","WR","TB","$1,004,823",""
"","Bryce Baringer","2023","P","NE","$1,004,614",""
"","Andrew Ogletree","2023","TE","IND","$959,547",""
"","Chris Rodriguez Jr.","2023","RB","WAS","$1,004,422",""
"","Keondre Coburn","2023","DT","KC","$1,004,154",""
"","A.T. Perry","2023","WR","NO","$1,004,091",""
"","Jose Ramirez","2023","OLB","TB","$1,004,003",""
"","Elijah Higgins","2023","WR","MIA","$1,003,971",""
"","Jerrick Reed II","2023","S","SEA","$1,003,701",""
"","Malaesala Aumavae-Laulu","2023","T","BAL","$1,003,298",""
"","Scott Matlock","2023","DT","LAC","$1,003,074",""
"","Jarrett Patterson","2023","C","HOU","$1,002,493",""
"","Christian Braswell","2023","CB","JAC","$1,001,898",""
"","Amari Burney","2023","LB","LV","$1,001,279",""
"","Jarrick Bernard-Converse","2023","CB","NYJ","$1,001,278",""
"","Xavier Hutchinson","2023","WR","HOU","$1,000,926",""
"","Andrei Iosivas","2023","WR","CIN","$999,846",""
"","Doug Kramer","2023","C","CHI","$954,452",""
"","Anders Carlson","2023","K","GB","$999,194",""
"","Erick Hallett","2023","S","JAC","$998,553",""
"","Tristin McCollum","2023","CB","PHI","$857,500",""
"","Tre Hawkins III","2023","CB","NYG","$997,380",""
"","Dante Stills","2023","DT","ARI","$993,334",""
"","Ameer Speed","2023","CB","NE","$993,334",""
"","Deuce Vaughn","2023","RB","DAL","$993,334",""
"","Dee Winters","2023","LB","SF","$993,334",""
"","Brad Robbins","2023","P","CIN","$993,334",""
"","Demario Douglas","2023","WR","NE","$993,333",""
"","Titus Leo","2023","DE","IND","$993,333",""
"","Chance Campbell","2023","OLB","TEN","$948,004",""
"","John FitzPatrick","2023","TE","ATL","$948,004",""
"","Kalia Davis","2023","DT","SF","$948,004",""
"","Travis Bell","2023","DT","CHI","$989,285",""
"","Zack Kuntz","2023","TE","NYJ","$989,190",""
"","Antoine Green","2023","WR","DET","$989,190",""
"","Jaylon Jones","2023","CB","IND","$988,370",""
"","DeWayne McBride","2023","RB","MIN","$987,601",""
"","Ethan Evans","2023","P","LAR","$987,001",""
"","DeMarcco Hellams","2023","S","ATL","$986,575",""
"","Jovaughn Gwyn","2023","G","ATL","$986,457",""
"","Cooper Hodges","2023","T","JAC","$986,372",""
"","Raymond Vohasek","2023","DT","JAC","$986,191",""
"","Colton Dowell","2023","WR","TEN","$985,674",""
"","Andrew Vorhees","2023","G","BAL","$985,528",""
"","Nick Broeker","2023","G","BUF","$985,525",""
"","Carrington Valentine","2023","CB","GB","$985,176",""
"","Nesta Jade Silvera","2023","DT","LV","$985,176",""
"","Andre Jones Jr.","2023","OLB","WAS","$985,068",""
"","Jason Taylor II","2023","S","LAR","$984,508",""
"","Lew Nichols III","2023","RB","GB","$984,084",""
"","Jake Witt","2023","T","IND","$983,705",""
"","Kenny McIntosh","2023","RB","SEA","$982,713",""
"","Ryan Hayes","2023","T","MIA","$981,773",""
"","Max Duggan","2023","QB","LAC","$981,556",""
"","Derek Parish","2023","DE","JAC","$981,310",""
"","Cory Trice Jr.","2023","CB","PIT","$981,109",""
"","Jordon Riley","2023","DT","NYG","$980,942",""
"","Anthony Johnson Jr.","2023","CB","GB","$980,941",""
"","Andrew Stueber","2023","T","NE","$935,900",""
"","Dawson Deaton","2023","C","CLE","$935,735",""
"","Jalen Brooks","2023","WR","DAL","$980,590",""
"","Isaiah Bolden","2023","CB","NE","$980,421",""
"","D.J. Ivey","2023","CB","CIN","$980,163",""
"","Brayden Willis","2023","TE","SF","$979,975",""
"","Brandon Hill","2023","S","HOU","$979,705",""
"","Moro Ojomo","2023","DT","PHI","$979,446",""
"","Grant DuBose","2023","WR","GB","$979,444",""
"","Alex Forsyth","2023","C","DEN","$979,444",""
"","Gervarrius Owens","2023","S","NYG","$979,444",""
"","Spencer Anderson","2023","G","PIT","$979,444",""
"","Kendall Williamson","2023","S","CHI","$979,444",""
"","Alex Austin","2023","CB","BUF","$979,444",""
"","Nic Jones","2023","CB","KC","$979,444",""
"","Ronnie Bell","2023","WR","SF","$979,444",""
"","Jalen Graham","2023","LB","SF","$979,444",""
"","Desjuan Johnson","2023","DT","LAR","$979,444",""
"","Marquis Hayes","2023","G","ARI","$934,252",""
"","Andre Carter II","2023","DE","MIN","$911,667",""
"","Mason Brooks","2023","T","WAS","$910,000",""
"","Silas Dzansi","2023","T","TB","$910,000",""
"","Joseph Ngata","2023","WR","PHI","$908,333",""
"","Ben VanSumeren","2023","LB","PHI","$908,333",""
"","Christopher Allen","2023","OLB","DEN","$863,333",""
"","Malik Cunningham","2023","QB","NE","$908,333",""
"","Xazavian Valladay","2023","RB","HOU","$908,333",""
"","Jason Brownlee","2023","WR","NYJ","$908,333",""
"","Ikenna Enechukwu","2023","DT","ATL","$908,333",""
"","Shaka Heyward","2023","LB","CIN","$908,333",""
"","Jaxson Kirkland","2023","G","CIN","$908,333",""
"","Quindell Johnson","2023","S","LAR","$908,333",""
"","Richard Gouraige","2023","T","BUF","$907,500",""
"","Nash Jensen","2023","G","CAR","$906,667",""
"","Eku Leota","2023","LB","CAR","$906,667",""
"","Mark Milton","2023","CB","CAR","$906,667",""
"","Corey Mayfield Jr.","2023","CB","BAL","$906,667",""
"","Dyontae Johnson","2023","LB","NYG","$906,667",""
"","Ryan Jones","2023","TE","NYG","$906,667",""
"","McClendon Curtis","2023","G","LV","$906,667",""
"","Dalton Wagner","2023","T","LV","$906,667",""
"","Mohamoud Diabate","2023","LB","CLE","$906,667",""
"","Lonnie Phelps","2023","DE","CLE","$906,667",""
"","DJ Coleman","2023","OLB","JAC","$906,667",""
"","Kaleb Hayes","2023","CB","JAC","$906,667",""
"","Tanner Morgan","2023","QB","PIT","$906,667",""
"","Tyson Bagent","2023","QB","CHI","$906,667",""
"","Curtis Hodges","2023","TE","WAS","$861,667",""
"","Rakim Jarrett","2023","WR","TB","$906,667",""
"","Mark Evans II","2023","G","NO","$906,667",""
"","Devonnsha Maxwell","2023","DT","CIN","$906,667",""
"","Caleb Sampson","2023","DT","IND","$906,667",""
"","Julian Good-Jones","2023","G","PHI","$0",""
"","Jordan Perryman","2023","CB","LV","$905,833",""
"","Jalen Redmond","2023","DE","CAR","$905,000",""
"","Tashawn Manning","2023","G","BAL","$905,000",""
"","Shakel Brown","2023","DT","TEN","$905,000",""
"","John Ojukwu","2023","T","TEN","$905,000",""
"","Thomas Incoom","2023","OLB","DEN","$905,000",""
"","Alex Palczewski","2023","T","DEN","$905,000",""
"","Bryce Ford-Wheaton","2023","WR","NYG","$905,000",""
"","Gemon Green","2023","CB","NYG","$905,000",""
"","Jacob Slade","2023","DT","ARI","$905,000",""
"","Ronnie Hickman","2023","S","CLE","$905,000",""
"","Terrance Lang","2023","DT","LAC","$905,000",""
"","DJ Dale","2023","DT","BUF","$905,000",""
"","Starling Thomas V","2023","CB","DET","$905,000",""
"","Bryce Tremayne","2023","WR","WAS","$898,333",""
"","Keilahn Harris","2023","WR","ATL","$905,000",""
"","Earl Bostick","2023","T","DAL","$905,000",""
"","Hunter Luepke","2023","FB","DAL","$905,000",""
"","Smoke Monday","2023","S","NO","$860,000",""
"","Tyrus Wheat","2023","DE","DAL","$905,000",""
"","Truman Jones","2023","DE","KC","$905,000",""
"","Deneric Prince","2023","RB","KC","$905,000",""
"","Alan Ali","2023","C","MIN","$905,000",""
"","Ivan Pace","2023","LB","MIN","$905,000",""
"","D’Shawn Jamison","2023","CB","SF","$905,000",""
"","Ben Brown","2023","C","CIN","$860,000",""
"","Keaton Mitchell","2023","RB","BAL","$904,333",""
"","Isaiah Moore","2023","LB","KC","$904,333",""
"","Mekhi Garner","2023","CB","PHI","$904,167",""
"","Cam Peoples","2023","RB","CAR","$903,333",""
"","Ty Zentner","2023","P","PHI","$903,333",""
"","Rezjohn Wright","2023","CB","CAR","$903,333",""
"","Travis Vokolek","2023","TE","BAL","$903,333",""
"","Thomas Rush","2023","LB","TEN","$903,333",""
"","Seth Benson","2023","LB","DEN","$903,333",""
"","Henry Byrd","2023","G","DEN","$903,333",""
"","Demontrey Jacobs","2023","T","DEN","$903,333",""
"","Habakkuk Baldonado","2023","DE","NYG","$903,333",""
"","Jaleel McLaughlin","2023","RB","DEN","$903,333",""
"","Drake Thomas","2023","LB","LV","$903,333",""
"","MJ Anderson","2023","DE","SEA","$903,333",""
"","Christian Young","2023","S","SEA","$903,333",""
"","Emari Demercado","2023","RB","ARI","$903,333",""
"","Black Whiteheart","2023","TE","ARI","$903,333",""
"","Hassan Hall","2023","RB","CLE","$903,333",""
"","Jeremiah Martin","2023","DE","CLE","$903,333",""
"","David Perales","2023","LB","PIT","$903,333",""
"","Brevin Allen","2023","OLB","LAC","$903,333",""
"","Johari Branch","2023","C","LAC","$903,333",""
"","Deslin Alexandre","2023","DE","NYJ","$903,333",""
"","Xavier Gipson","2023","WR","NYJ","$903,333",""
"","Jalen Wayne","2023","WR","BUF","$903,333",""
"","Greg Bell","2023","RB","DET","$858,333",""
"","Chase Cota","2023","WR","DET","$903,333",""
"","Cory Durden","2023","DT","DET","$903,333",""
"","Connor Galvin","2023","T","DET","$903,333",""
"","Steven Gilmore","2023","CB","DET","$903,333",""
"","Brandon Joseph","2023","S","DET","$903,333",""
"","Kazmeir Allen","2023","WR","WAS","$903,333",""
"","Mitchell Tinsley","2023","WR","WAS","$903,333",""
"","Kaevon Merriweather","2023","S","TB","$903,333",""
"","Nick Anderson","2023","LB","NO","$903,333",""
"","Anthony Johnson","2023","CB","NO","$903,333",""
"","Cam Jones","2023","LB","KC","$903,333",""
"","Nikko Remigio","2023","WR","KC","$903,333",""
"","Malik Knowles","2023","WR","MIN","$903,333",""
"","Jaylin Williams","2023","CB","MIN","$903,333",""
"","Joey Fisher","2023","T","SF","$903,333",""
"","Ilm Manning","2023","T","SF","$903,333",""
"","Donavan Mutin","2023","LB","IND","$903,333",""
"","Zavier Scott","2023","WR","IND","$903,333",""
"","Jordan Jones","2023","CB","LAR","$903,333",""
"","James Nyamwaya","2023","DE","PIT","$903,000",""
"","Ryan Van Demark","2023","T","BUF","$0",""
"","Michael Ezeike","2023","TE","LAC","$902,667",""
"","Alec Anderson","2023","T","BUF","$750,000",""
"","Jadon Haselwood","2023","WR","PHI","$902,500",""
"","Julian Hill","2023","TE","MIA","$902,500",""
"","Jerome Carvin","2023","T","KC","$902,500",""
"","Daniel Arias","2023","WR","ARI","$902,333",""
"","Ja'Marcus Ingram","2023","CB","BUF","$0",""
"","Jordan Mims","2023","RB","BUF","$902,333",""
"","Keenan Isaac","2023","CB","TB","$902,333",""
"","Colby Richardson","2023","CB","CAR","$901,667",""
"","Noah Elliss","2023","DT","PHI","$856,667",""
"","Josh Vann","2023","WR","CAR","$901,667",""
"","Trevor Reid","2023","T","PHI","$901,667",""
"","Eli Ricks","2023","CB","PHI","$901,667",""
"","Brandon Kipper","2023","T","BAL","$901,667",""
"","Josh Ross","2023","ILB","BAL","$856,667",""
"","Jacob Copeland","2023","WR","TEN","$901,667",""
"","Tre’Shaun Harrison","2023","WR","TEN","$901,667",""
"","Steven Jones","2023","CB","TEN","$901,667",""
"","Tyreque Jones","2023","S","TEN","$901,667",""
"","Troy Brown","2023","LB","NYG","$901,667",""
"","Nate Adkins","2023","TE","DEN","$901,667",""
"","Alex Cook","2023","S","NYG","$901,667",""
"","Art Green","2023","CB","DEN","$901,667",""
"","Tommy DeVito","2023","QB","NYG","$901,667",""
"","Jaydon Grant","2023","S","LV","$901,667",""
"","Adam Plant","2023","DE","LV","$901,667",""
"","Jake Bobo","2023","WR","SEA","$901,667",""
"","Cam Bright","2023","LB","SEA","$901,667",""
"","Noah Gindorff","2023","TE","SEA","$901,667",""
"","John Hall","2023","WR","SEA","$901,667",""
"","Matt Landers","2023","WR","SEA","$901,667",""
"","Kendell Brooks","2023","S","ARI","$901,667",""
"","Joel Honigford","2023","TE","ARI","$901,667",""
"","Kyle Soelle","2023","LB","ARI","$901,667",""
"","Jourdan Heilig","2023","LB","NE","$901,667",""
"","Johnny Lumpkin","2023","TE","NE","$901,667",""
"","Thomas Greaney","2023","TE","CLE","$901,667",""
"","Tanner McCalister","2023","S","CLE","$901,667",""
"","Charlie Thomas III","2023","LB","CLE","$901,667",""
"","Elijah Cooks","2023","WR","JAC","$901,667",""
"","Aubrey Miller","2023","LB","MIA","$901,667",""
"","Garrett Nelson","2023","LB","MIA","$901,667",""
"","Brandon Pili","2023","DT","MIA","$901,667",""
"","Keidron Smith","2023","S","MIA","$901,667",""
"","Alama Uluave","2023","C","MIA","$901,667",""
"","Monte Pottebaum","2023","FB","PIT","$901,667",""
"","Micah Baskerville","2023","LB","CHI","$901,667",""
"","Macon Clark","2023","S","CHI","$901,667",""
"","Jalen Harris","2023","DE","CHI","$901,667",""
"","Bobby Haskins","2023","T","CHI","$901,667",""
"","Lorenz Metz","2023","T","CHI","$901,667",""
"","Tyler Beach","2023","G","HOU","$901,667",""
"","Dylan Deatherage","2023","T","HOU","$901,667",""
"","Ali Gaye","2023","DE","HOU","$901,667",""
"","Jesse Matthews","2023","WR","HOU","$901,667",""
"","Jared Wayne","2023","WR","HOU","$901,667",""
"","Kilian Zierer","2023","T","HOU","$901,667",""
"","Mikel Jones","2023","LB","LAC","$901,667",""
"","Nicolas Melsop","2023","T","LAC","$901,667",""
"","Tiawan Mullen","2023","CB","LAC","$901,667",""
"","Andrew Trainer","2023","T","LAC","$856,667",""
"","Trey Dean","2023","S","NYJ","$901,667",""
"","E.J. Jenkins","2023","TE","NYJ","$901,667",""
"","T.J. Luther","2023","WR","NYJ","$901,667",""
"","Marquis Waters","2023","S","NYJ","$901,667",""
"","Adrian Martinez","2023","QB","DET","$901,667",""
"","Ryan Swoboda","2023","T","DET","$901,667",""
"","Mike Jones Jr.","2023","LB","ATL","$901,667",""
"","Xavier Malone","2023","WR","ATL","$901,667",""
"","Jeremy Banks","2023","LB","TB","$901,667",""
"","Brandon Bouyer-Randle","2023","OLB","TB","$901,667",""
"","T.J. Bass","2023","T","DAL","$901,667",""
"","Luke Haggard","2023","T","TB","$901,667",""
"","Myles Brooks","2023","CB","DAL","$901,667",""
"","Shaq Davis","2023","WR","NO","$901,667",""
"","Christian Izien","2023","S","TB","$901,667",""
"","David Durden","2023","WR","DAL","$901,667",""
"","Anfernee Orji","2023","LB","NO","$901,667",""
"","Ryan Miller","2023","WR","TB","$901,667",""
"","Durrell Johnson","2023","DE","DAL","$901,667",""
"","Alex Pihlstrom","2023","C","NO","$901,667",""
"","Jalen Moreno-Cropper","2023","WR","DAL","$901,667",""
"","Kahlef Hailassie","2023","S","KC","$901,667",""
"","Calvin Avery","2023","DT","MIN","$901,667",""
"","Wilson Huber","2023","LB","MIN","$901,667",""
"","Ben Sims","2023","TE","MIN","$901,667",""
"","Thayer Thomas","2023","WR","MIN","$901,667",""
"","Jacob Saylors","2023","RB","CIN","$901,667",""
"","Jack Colletto","2023","FB","SF","$901,667",""
"","Khalan Laborn","2023","RB","SF","$901,667",""
"","Spencer Waege","2023","DT","SF","$901,667",""
"","Liam Anderson","2023","LB","IND","$901,667",""
"","Thyrick Pitts","2023","WR","CHI","$901,500",""
"","Brenton Cox Jr.","2023","LB","GB","$901,333",""
"","Malik Heath","2023","WR","GB","$901,333",""
"","Jason Lewan","2023","DT","GB","$901,333",""
"","Jimmy Phillips Jr.","2023","LB","GB","$901,333",""
"","Kadeem Telfort","2023","T","GB","$901,333",""
"","Duece Watts","2023","WR","GB","$901,333",""
"","Timarcus Davis","2023","CB","LAR","$901,333",""
"","Tyrell Shavers","2023","WR","BUF","$901,167",""
"","Larry Brooks","2023","S","CIN","$901,167",""
"","Brady Russell","2023","TE","PHI","$901,000",""
"","Azizi Hearn","2023","CB","LV","$901,000",""
"","Samuel Jackson","2023","T","JAC","$901,000",""
"","Aron Cruickshank","2023","WR","CHI","$901,000",""
"","Abraham Beauplan","2023","LB","MIN","$901,000",""
"","Camren McDonald","2023","TE","GB","$900,833",""
"","Henry Pearson","2023","FB","GB","$900,833",""
"","Tykeem Doss","2023","G","BAL","$900,833",""
"","Arquon Bush","2023","CB","SEA","$900,833",""
"","Ty Okada","2023","S","SEA","$900,833",""
"","Jonathan Sutherland","2023","S","SEA","$900,833",""
"","Jaray Jenkins","2023","WR","JAC","$900,833",""
"","Divaad Wilson","2023","CB","JAC","$900,833",""
"","Jordan Byrd","2023","WR","PIT","$900,833",""
"","Terrell Bynum","2023","WR","LAC","$900,833",""
"","Travis Dye","2023","RB","NYJ","$900,833",""
"","Maalik Hall","2023","LB","NYJ","$900,833",""
"","Caleb Johnson","2023","LB","NYJ","$900,833",""
"","Drew White","2023","LB","WAS","$855,833",""
