"Rank","Player","Year","Pos","Team","AAV",""
"","Rashod Bateman","2023","WR","BAL","$3,149,853",""
"","Christian McCaffrey","2023","RB","SF","$16,015,875",""
"","Jahan Dotson","2023","WR","WAS","$3,762,090",""
"","Payton Turner","2023","DE","NO","$3,131,184",""
"","Jabrill Peppers","2023","S","NE","$4,500,000",""
"","C.J. Henderson","2023","CB","CAR","$5,129,005",""
"","Tre'quan Smith","2023","WR","NO","$3,000,000",""
"","Ezra Cleveland","2023","G","MIN","$1,384,302",""
"","Jake Elliott","2023","K","PHI","$3,861,620",""
"","Durham Smythe","2023","TE","MIA","$3,875,000",""
"","Zion Johnson","2023","G","LAC","$3,686,670",""
"","Jeremy Chinn","2023","FS","CAR","$1,310,368",""
"","Alex Singleton","2023","LB","DEN","$6,000,000",""
"","Adam Thielen","2023","WR","CAR","$8,333,333",""
"","Siran Neal","2023","S","BUF","$3,000,000",""
"","Michael Dickson","2023","P","SEA","$3,675,000",""
"","Donovan Wilson","2023","S","DAL","$7,000,000",""
"","David Long","2023","LB","MIA","$5,500,000",""
"","Cameron Sutton","2023","CB","DET","$11,000,000",""
"","Damien Lewis","2023","G","SEA","$1,225,535",""
"","Nick Gates","2023","G","WAS","$5,500,000",""
"","Treylon Burks","2023","WR","TEN","$3,592,398",""
"","Allen Lazard","2023","WR","NYJ","$11,000,000",""
"","Jonah Jackson","2023","G","DET","$1,199,192",""
"","Eric Stokes","2023","CB","GB","$2,981,381",""
"","Kyzir White","2023","OLB","ARI","$5,000,000",""
"","Dan Feeney","2023","G","MIA","$3,250,000",""
"","Michael Pierce","2023","DT","BAL","$5,500,000",""
"","Montravius Adams","2023","DE","PIT","$2,500,000",""
"","Zach Sieler","2023","DT","MIA","$3,815,000",""
"","Trevor Penning","2023","T","NO","$3,535,829",""
"","Kenny Pickett","2023","QB","PIT","$3,516,976",""
"","Trent McDuffie","2023","CB","KC","$3,498,121",""
"","Hassan Ridgeway","2023","DT","HOU","$3,250,000",""
"","Greg Rousseau","2023","DE","BUF","$2,902,050",""
"","Leighton Vander Esch","2023","LB","DAL","$4,000,000",""
"","Keion Crossen","2023","CB","MIA","$3,150,000",""
"","Shaquill Griffin","2023","CB","HOU","$3,500,000",""
"","Quay Walker","2023","ILB","GB","$3,460,410",""
"","Hayden Hurst","2023","TE","CAR","$7,250,000",""
"","Devin Singletary","2023","RB","HOU","$2,750,000",""
"","Derek Barnett","2023","DE","PHI","$5,070,000",""
"","Kaiir Elam","2023","CB","BUF","$3,422,702",""
"","Vonn Bell","2023","SS","CAR","$7,500,000",""
"","Odafe Oweh","2023","DE","BAL","$2,835,598",""
"","Dustin Hopkins","2023","K","LAC","$3,000,000",""
"","Allen Robinson","2023","WR","PIT","$15,500,000",""
"","Matt Gay","2023","K","IND","$5,625,000",""
"","Darnell Mooney","2023","WR","CHI","$894,263",""
"","James Bradberry","2023","CB","PHI","$12,666,667",""
"","Mike Hughes","2023","CB","ATL","$3,500,000",""
"","Brian Allen","2023","C","LAR","$6,000,000",""
"","Joe Tryon","2023","OLB","TB","$2,792,809",""
"","Mike Onwenu","2023","G","NE","$874,369",""
"","Tyler Smith","2023","LT","DAL","$3,347,281",""
"","Jason Myers","2023","K","SEA","$5,275,000",""
"","E.J. Speed","2023","LB","IND","$4,000,000",""
"","Logan Wilson","2023","OLB","CIN","$1,236,398",""
"","Za'Darius Smith","2023","OLB","CLE","$11,710,000",""
"","Jarran Reed","2023","DE","SEA","$4,500,000",""
"","Antonio Gibson","2023","RB","WAS","$1,233,159",""
"","Ashtyn Davis","2023","FS","NYJ","$1,229,346",""
"","Broderick Jones","2023","T","PIT","$4,156,588",""
"","Kamren Curl","2023","S","WAS","$852,082",""
"","Brandon Jones","2023","FS","MIA","$1,218,273",""
"","Justin Madubuike","2023","DT","BAL","$1,213,327",""
"","Carl Lawson","2023","DE","NYJ","$15,000,000",""
"","Josh Jones","2023","RT","ARI","$1,209,836",""
"","Tyler Linderbaum","2023","C","BAL","$3,309,572",""
"","Scott Quessenberry","2023","C","HOU","$2,100,000",""
"","Dante Fowler Jr.","2023","DE","DAL","$3,000,000",""
"","Bryan Anger","2023","P","DAL","$3,000,000",""
"","Drue Tranquill","2023","LB","KC","$3,000,000",""
"","Zaire Franklin","2023","OLB","IND","$3,333,333",""
"","Samaje Perine","2023","RB","DEN","$3,750,000",""
"","Jarrett Stidham","2023","QB","DEN","$5,000,000",""
"","Matt Hennessy","2023","C","ATL","$1,186,141",""
"","Chase Claypool","2023","WR","CHI","$1,654,156",""
"","Neville Gallimore","2023","DT","DAL","$1,170,112",""
"","Lloyd Cushenberry","2023","C","DEN","$1,163,998",""
"","Julian Blackmon","2023","FS","IND","$1,157,212",""
"","Jermaine Johnson","2023","DE","NYJ","$3,271,861",""
"","Jermaine Eluemunor","2023","RT","LV","$3,000,000",""
"","Alex Highsmith","2023","OLB","PIT","$1,124,851",""
"","Darnay Holmes","2023","CB","NYG","$1,021,722",""
"","Devin Lloyd","2023","ILB","JAC","$3,234,151",""
"","Ben Bartch","2023","G","JAC","$1,014,654",""
"","Jalen Ramsey","2023","CB","MIA","$18,333,333",""
"","D.J. Wonnum","2023","DE","MIN","$1,011,445",""
"","Mykal Walker","2023","OLB","ATL","$1,010,270",""
"","Devonte Wyatt","2023","DT","GB","$3,215,296",""
"","Charlie Heck","2023","LT","HOU","$1,001,426",""
"","Jalen Mills","2023","CB","NE","$3,750,000",""
"","Gabriel Davis","2023","WR","BUF","$998,595",""
"","Jaylinn Hawkins","2023","FS","ATL","$990,479",""
"","Kevin Dotson","2023","G","PIT","$988,454",""
"","L'Jarius Sneed","2023","CB","KC","$982,330",""
"","Rigoberto Sanchez","2023","P","IND","$2,900,000",""
"","Shy Tuttle","2023","DT","CAR","$6,500,000",""
"","K'Waun Williams","2023","CB","DEN","$2,600,000",""
"","Randall Cobb","2023","WR","NYJ","$3,000,000",""
"","Mike Edwards","2023","S","KC","$3,000,000",""
"","Arden Key","2023","OLB","TEN","$7,000,000",""
"","Tyler Biadasz","2023","C","DAL","$947,350",""
"","Brandon Bolden","2023","RB","LV","$2,505,000",""
"","Dalton Schultz","2023","TE","HOU","$6,250,000",""
"","Case Keenum","2023","QB","HOU","$3,125,000",""
"","David Montgomery","2023","RB","DET","$6,000,000",""
"","Ashton Dulin","2023","WR","IND","$3,600,000",""
"","Noah Brown","2023","WR","HOU","$2,600,000",""
"","Trevis Gipson","2023","DE","CHI","$905,168",""
"","Bryce Hall","2023","CB","NYJ","$902,701",""
"","Kindle Vildor","2023","CB","CHI","$901,418",""
"","Bud Dupree","2023","OLB","ATL","$3,000,000",""
"","Byron Murphy","2023","CB","MIN","$8,750,000",""
"","K.J. Osborn","2023","WR","MIN","$890,693",""
"","Michael Danna","2023","DE","KC","$889,665",""
"","Brandon Facyson","2023","CB","LV","$3,250,000",""
"","Gus Edwards","2023","RB","BAL","$4,500,000",""
"","Mike White","2023","QB","MIA","$4,000,000",""
"","Jordan Phillips","2023","DE","BUF","$3,000,000",""
"","Donovan Peoples-Jones","2023","WR","CLE","$870,402",""
"","Jon Runyan","2023","G","GB","$867,419",""
"","Jordan Fuller","2023","FS","LAR","$866,428",""
"","Cole Strange","2023","G","NE","$3,063,992",""
"","Quez Watkins","2023","WR","PHI","$866,166",""
"","Nick Folk","2023","K","NE","$2,500,000",""
"","Isaiah Rodgers","2023","CB","IND","$860,031",""
"","Oren Burks","2023","ILB","SF","$2,500,000",""
"","Keisean Nixon","2023","CB","GB","$4,000,000",""
"","Donovan Smith","2023","LT","KC","$3,000,000",""
"","Matt Prater","2023","K","ARI","$3,750,000",""
"","Austin Hooper","2023","TE","LV","$2,750,000",""
"","Chris Manhertz","2023","TE","DEN","$3,000,000",""
"","Cole Holcomb","2023","LB","PIT","$6,000,000",""
"","Bradley Bozeman","2023","C","CAR","$6,000,000",""
"","C.J. Ham","2023","FB","MIN","$4,325,000",""
"","George Karlaftis","2023","DE","KC","$2,983,868",""
"","Andrew Billings","2023","DT","CHI","$2,750,000",""
"","Calvin Anderson","2023","T","NE","$3,500,000",""
"","Jack Campbell","2023","LB","DET","$3,680,501",""
"","Robert Spillane","2023","LB","LV","$3,500,000",""
"","Xavier McKinney","2023","FS","NYG","$2,097,762",""
"","Daxton Hill","2023","S","CIN","$2,916,753",""
"","Andrew Van Ginkel","2023","LB","MIA","$2,650,000",""
"","Robert Tonyan Jr.","2023","TE","CHI","$2,650,000",""
"","Adrian Amos","2023","FS","NYJ","$1,750,000",""
"","Calijah Kancey","2023","DT","TB","$3,623,369",""
"","Rakeem Nunez-Roches","2023","DT","NYG","$4,000,000",""
"","Garrett Bradbury","2023","C","MIN","$5,250,000",""
"","Myles Bryant","2023","CB","NE","$2,627,000",""
"","Jeremy Reaves","2023","S","WAS","$2,627,000",""
"","Tommy Townsend","2023","P","KC","$2,627,000",""
"","Tyler Huntley","2023","QB","BAL","$2,627,000",""
"","Jerry Tillery","2023","DT","LV","$3,400,000",""
"","Leonard Floyd","2023","OLB","BUF","$7,000,000",""
"","Jaxon Smith-Njigba","2023","WR","SEA","$3,604,327",""
"","Gunner Olszewski","2023","WR","PIT","$2,100,000",""
"","Lewis Cine","2023","S","MIN","$2,873,538",""
"","Yetur Gross-Matos","2023","DE","CAR","$2,049,702",""
"","Nick Bellore","2023","FB","SEA","$3,300,000",""
"","Logan Cooke","2023","P","JAC","$3,000,000",""
"","Greg Zuerlein","2023","K","NYJ","$2,600,000",""
"","Quentin Johnston","2023","WR","LAC","$3,547,195",""
"","Miles Sanders","2023","RB","CAR","$6,350,000",""
"","Josh Oliver","2023","TE","MIN","$7,000,000",""
"","Zay Flowers","2023","WR","BAL","$3,509,109",""
"","A.J. Cole","2023","P","LV","$3,000,000",""
"","Nate Herbig","2023","G","PIT","$4,000,000",""
"","Kelvin Beachum","2023","LT","ARI","$2,575,000",""
"","Andre Dillard","2023","T","TEN","$9,666,667",""
"","Andrew Wingard","2023","S","JAC","$3,200,000",""
"","Jason Cabinda","2023","FB","DET","$2,050,000",""
"","M.J. Stewart","2023","SS","HOU","$3,000,000",""
"","Morgan Fox","2023","DE","LAC","$3,625,000",""
"","Alex Anzalone","2023","ILB","DET","$6,100,000",""
"","Mack Hollins","2023","WR","ATL","$2,500,000",""
"","Bradley Pinion","2023","P","ATL","$2,883,333",""
"","Jordan Addison","2023","WR","MIN","$3,432,935",""
"","A'Shawn Robinson","2023","DE","NYG","$5,000,000",""
"","Miles Killebrew","2023","S","PIT","$2,000,000",""
"","Deonte Banks","2023","CB","NYG","$3,394,849",""
"","Clelin Ferrell","2023","DE","SF","$2,500,000",""
"","Tyson Campbell","2023","CB","JAC","$2,253,776",""
"","Darnell Savage","2023","SS","GB","$3,129,422",""
"","Dalton Kincaid","2023","TE","BUF","$3,356,756",""
"","Rasheem Green","2023","DE","CHI","$2,500,000",""
"","Andrew Beck","2023","FB","HOU","$3,125,000",""
"","Jalen Reagor","2023","WR","MIN","$3,317,669",""
"","Javonte Williams","2023","RB","DEN","$2,216,438",""
"","Mazi Smith","2023","DT","DAL","$3,318,674",""
"","Jamarco Jones","2023","T","TEN","$2,400,000",""
"","Quincy Williams","2023","LB","NYJ","$6,000,000",""
"","Alexander Mattison","2023","RB","MIN","$3,500,000",""
"","Rock Ya-Sin","2023","CB","BAL","$4,000,000",""
"","Anton Harrison","2023","T","JAC","$3,299,630",""
"","Nick Scott","2023","S","CIN","$4,000,000",""
"","Jake Martin","2023","OLB","HOU","$2,500,000",""
"","Jevon Holland","2023","S","MIA","$2,179,103",""
"","Grant Delpit","2023","FS","CLE","$1,866,266",""
"","Pat O'Donnell","2023","P","GB","$2,000,000",""
"","Landon Dickerson","2023","G","PHI","$2,164,169",""
"","Justin Hardee","2023","CB","NYJ","$2,250,000",""
"","Danny Johnson","2023","CB","WAS","$2,500,000",""
"","Joey Slye","2023","K","WAS","$1,200,000",""
"","Denzel Perryman","2023","ILB","HOU","$2,600,000",""
"","Elandon Roberts","2023","OLB","PIT","$3,500,000",""
"","Solomon Thomas","2023","DE","NYJ","$2,350,000",""
"","Christian Barmore","2023","DT","NE","$2,130,561",""
"","John Cominsky","2023","DE","DET","$4,250,000",""
"","Cameron Fleming","2023","T","DEN","$2,350,000",""
"","Myles Murphy","2023","DE","CIN","$3,146,816",""
"","Teven Jenkins","2023","G","CHI","$2,096,962",""
"","Jake Brendel","2023","C","SF","$4,125,000",""
"","K.J. Hamler","2023","WR","DEN","$1,784,283",""
"","Frank Clark","2023","DE","DEN","$5,450,000",""
"","Juan Thornhill","2023","S","CLE","$7,000,000",""
"","Jahlani Tavai","2023","LB","NE","$2,200,000",""
"","Richie Grant","2023","S","ATL","$2,067,091",""
"","Evan Brown","2023","G","SEA","$2,250,000",""
"","Poona Ford","2023","DE","BUF","$2,250,000",""
"","Jon Feliciano","2023","C","SF","$2,250,000",""
"","Azeez Al-Shaair","2023","LB","TEN","$5,000,000",""
"","Graham Glasgow","2023","G","DET","$2,750,000",""
"","Bryan Bresee","2023","DT","NO","$3,065,890",""
"","Levi Onwuzurike","2023","DT","DET","$2,037,223",""
"","Jeff Wilson","2023","RB","MIA","$3,000,000",""
"","Marvin Jones","2023","WR","DET","$3,000,000",""
"","Liam Eichenberg","2023","G","MIA","$2,003,620",""
"","Nolan Smith","2023","OLB","PHI","$2,998,102",""
"","Ogbonnia Okoronkwo","2023","DE","CLE","$6,333,333",""
"","Raheem Mostert","2023","RB","MIA","$2,800,000",""
"","Cory Littleton","2023","ILB","HOU","$2,400,000",""
"","Al Woods","2023","DT","NYJ","$2,250,000",""
"","Trevon Moehrig","2023","S","LV","$1,973,752",""
"","Darrell Taylor","2023","OLB","SEA","$1,691,127",""
"","Felix Anudike-Uzomah","2023","DE","KC","$2,954,454",""
"","Johnny Hekker","2023","P","CAR","$2,540,000",""
"","Isaiah Wynn","2023","T","MIA","$2,300,000",""
"","Tavierre Thomas","2023","CB","HOU","$2,250,000",""
"","Andy Dalton","2023","QB","CAR","$5,000,000",""
"","Damontae Kazee","2023","S","PIT","$3,000,000",""
"","Cooper Rush","2023","QB","DAL","$2,500,000",""
"","Antoine Winfield Jr.","2023","S","TB","$1,826,796",""
"","Kelvin Joseph","2023","CB","DAL","$1,945,291",""
"","Logan Hall","2023","DE","TB","$2,329,114",""
"","Chris Board","2023","LB","NE","$2,500,000",""
"","Christian Watson","2023","WR","GB","$2,310,258",""
"","Kevin Givens","2023","DT","SF","$2,100,000",""
"","Tashaun Gipson","2023","FS","SF","$2,900,000",""
"","Ray-Ray McCloud","2023","WR","SF","$2,000,000",""
"","Roger McCreary","2023","CB","TEN","$2,291,402",""
"","C.J. Beathard","2023","QB","JAC","$2,250,000",""
"","Nathan Shepherd","2023","DE","NO","$5,000,000",""
"","Walker Little","2023","LT","JAC","$1,905,426",""
"","Tyler Bass","2023","K","BUF","$5,100,000",""
"","Dean Lowry","2023","DE","MIN","$4,250,000",""
"","Ethan Pocic","2023","C","CLE","$6,000,000",""
"","Quinton Jefferson","2023","DT","NYJ","$3,600,000",""
"","Breece Hall","2023","RB","NYJ","$2,253,694",""
"","Jalen Pitre","2023","S","HOU","$2,238,610",""
"","Jackson Carman","2023","G","CIN","$1,862,487",""
"","Reggie Gilliam","2023","FB","BUF","$2,300,000",""
"","Tyrel Dodson","2023","LB","BUF","$2,010,000",""
"","Dane Jackson","2023","CB","BUF","$2,010,000",""
"","Juwan Johnson","2023","TE","NO","$6,000,000",""
"","Arnold Ebiketie","2023","DE","ATL","$2,204,672",""
"","Ezekiel Turner","2023","ILB","ARI","$2,000,000",""
"","Joshua Dobbs","2023","QB","CLE","$2,000,000",""
"","Brandon McManus","2023","K","JAC","$2,000,000",""
"","D'Onta Foreman","2023","RB","CHI","$2,000,000",""
"","Khari Blasingame","2023","FB","CHI","$1,800,000",""
"","Efe Obada","2023","DE","WAS","$2,000,000",""
"","Greg Joseph","2023","K","MIN","$2,000,000",""
"","J.T. Gray","2023","SS","NO","$3,366,667",""
"","Boston Scott","2023","RB","PHI","$2,000,000",""
"","Kyler Gordon","2023","CB","CHI","$2,170,732",""
"","Asante Samuel Jr.","2023","CB","LAC","$1,805,737",""
"","Alex Leatherwood","2023","RT","CHI","$3,597,891",""
"","Jack Fox","2023","P","DET","$3,516,250",""
"","Cam Akers","2023","RB","LAR","$1,543,259",""
"","Anthony Nelson","2023","OLB","TB","$5,000,000",""
"","Daniel Brunskill","2023","T","TEN","$2,750,000",""
"","Boye Mafe","2023","DE","SEA","$2,140,563",""
"","Harrison Bryant","2023","TE","CLE","$1,016,007",""
"","Marcus Mariota","2023","QB","PHI","$5,000,000",""
"","Aaron Banks","2023","G","SF","$1,768,400",""
"","Jordan Elliott","2023","DT","CLE","$1,147,108",""
"","Kenneth Walker","2023","RB","SEA","$2,110,395",""
"","Duke Riley","2023","OLB","MIA","$2,500,000",""
"","Connor McGovern","2023","C","NYJ","$1,915,000",""
"","Kadarius Toney","2023","WR","KC","$3,429,877",""
"","Tanoh Kpassagnon","2023","DE","NO","$2,500,000",""
"","Rondale Moore","2023","WR","ARI","$1,731,060",""
"","Andrew Booth Jr.","2023","CB","MIN","$2,076,456",""
"","Sean Bunting","2023","CB","TEN","$3,500,000",""
"","Demetrius Flannigan-Fowles","2023","LB","SF","$1,885,000",""
"","Terrell Edmunds","2023","S","PHI","$2,000,000",""
"","Corey Bojorquez","2023","P","CLE","$1,690,000",""
"","Jamaal Williams","2023","RB","NO","$4,000,000",""
"","Mecole Hardman","2023","WR","NYJ","$4,500,000",""
"","A.J. Epenesa","2023","DE","BUF","$1,469,325",""
"","Prince Tega Wanogho","2023","T","KC","$1,865,000",""
"","DJ Chark","2023","WR","CAR","$5,000,000",""
"","Wan'dale Robinson","2023","WR","NYG","$2,046,292",""
"","Chase Winovich","2023","DE","HOU","$2,000,000",""
"","Daniel Ekuale","2023","DT","NE","$1,700,000",""
"","Azeez Ojulari","2023","DE","NYG","$1,693,727",""
"","George Odum","2023","S","SF","$3,166,667",""
"","John Metchie","2023","WR","HOU","$2,017,543",""
"","Tyler Matakevich","2023","ILB","BUF","$2,500,000",""
"","Lavonte David","2023","ILB","TB","$4,500,000",""
"","Zach Pascal","2023","WR","ARI","$2,250,000",""
"","JK Dobbins","2023","RB","BAL","$1,432,359",""
"","Samuel Cosmi","2023","RT","WAS","$1,656,392",""
"","Hjalte Froholdt","2023","C","ARI","$2,300,000",""
"","Foster Moreau","2023","TE","NO","$4,078,000",""
"","Khalen Saunders","2023","DT","NO","$4,100,000",""
"","Mitch Wishnowsky","2023","P","SF","$2,800,000",""
"","Tremon Smith","2023","CB","DEN","$2,500,000",""
"","Raekwon Davis","2023","DT","MIA","$1,413,875",""
"","David Ojabo","2023","DE","BAL","$1,977,280",""
"","Jakeem Grant","2023","WR","CLE","$3,333,333",""
"","Van Jefferson","2023","WR","LAR","$1,402,784",""
"","D'Andre Swift","2023","RB","PHI","$2,134,729",""
"","Travis Homer","2023","RB","CHI","$2,000,000",""
"","Deshon Elliott","2023","S","MIA","$1,770,000",""
"","Taylor Rapp","2023","S","BUF","$1,770,000",""
"","David Edwards","2023","G","BUF","$1,770,000",""
"","Damien Harris","2023","RB","BUF","$1,770,000",""
"","Trent Sherfield","2023","WR","BUF","$1,770,000",""
"","Justin McCray","2023","G","CAR","$1,770,000",""
"","Jeremiah Owusu-Koramoah","2023","OLB","CLE","$1,619,054",""
"","Josh Paschal","2023","DE","DET","$1,933,913",""
"","Jalen Reeves-Maybin","2023","OLB","DET","$1,750,000",""
"","Chris Reed","2023","G","MIN","$2,250,000",""
"","Irv Smith","2023","TE","CIN","$1,750,000",""
"","Coleman Shelton","2023","G","LAR","$2,375,000",""
"","DeShawn Williams","2023","DE","CAR","$1,750,000",""
"","Ameer Abdullah","2023","RB","LV","$1,750,000",""
"","Luke Gifford","2023","LB","TEN","$2,000,000",""
"","Denzel Mims","2023","WR","NYJ","$1,358,425",""
"","Dillon Radunz","2023","G","TEN","$1,581,718",""
"","Tershawn Wharton","2023","DE","KC","$2,025,000",""
"","Nick Mullens","2023","QB","MIN","$2,000,000",""
"","Sam LaPorta","2023","TE","DET","$2,366,498",""
"","Josh Uche","2023","OLB","NE","$1,347,334",""
"","Phidarian Mathis","2023","DT","WAS","$1,876,593",""
"","Isaiah Buggs","2023","DE","DET","$2,250,000",""
"","Abdullah Anderson","2023","DE","WAS","$1,700,000",""
"","Baker Mayfield","2023","QB","TB","$4,000,000",""
"","Kristian Fulton","2023","CB","TEN","$1,332,548",""
"","Michael Mayer","2023","TE","LV","$2,328,411",""
"","Isaiah Oliver","2023","CB","SF","$3,375,000",""
"","Eric Saubert","2023","TE","MIA","$1,685,000",""
"","Dayo Odeyingbo","2023","DE","IND","$1,544,381",""
"","Steve Avila","2023","G","LAR","$2,313,178",""
"","A.J. Dillon","2023","RB","GB","$1,321,458",""
"","Willie Gay Jr.","2023","ILB","KC","$1,317,761",""
"","Jaquan Brisker","2023","S","CHI","$1,838,885",""
"","Sam Martin","2023","P","BUF","$2,000,000",""
"","Phillip Walker","2023","QB","CHI","$2,075,000",""
"","Laviska Shenault","2023","WR","CAR","$1,924,017",""
"","Derick Hall","2023","DE","SEA","$2,278,895",""
"","Cody Davis","2023","FS","NE","$2,200,000",""
"","Pat Freiermuth","2023","TE","PIT","$1,507,045",""
"","Marquise Goodwin","2023","WR","CLE","$1,700,000",""
"","Alontae Taylor","2023","CB","NO","$1,801,175",""
"","Brian Hoyer","2023","QB","LV","$2,250,000",""
"","Matthew Bergeron","2023","T","ATL","$2,244,620",""
"","Jakob Johnson","2023","FB","LV","$1,625,000",""
"","D'Wayne Eskridge","2023","WR","SEA","$1,488,376",""
"","Conor McDermott","2023","T","NE","$1,800,000",""
"","TuTu Atwell","2023","WR","LAR","$1,477,175",""
"","Jonathan Mingo","2023","WR","CAR","$2,214,149",""
"","Blake Cashman","2023","LB","HOU","$705,773",""
"","Tyquan Thornton","2023","WR","NE","$1,763,464",""
"","Wes Schweitzer","2023","G","NYJ","$2,500,000",""
"","Greg Van Roten","2023","G","LV","$1,600,000",""
"","Mack Wilson","2023","LB","NE","$1,600,000",""
"","David Quessenberry","2023","RT","BUF","$1,600,000",""
"","Nate Sudfeld","2023","QB","DET","$1,600,000",""
"","Greg Gaines","2023","DT","TB","$3,500,000",""
"","Jamie Gillan","2023","P","NYG","$2,000,000",""
"","Nick Bolton","2023","OLB","KC","$1,458,508",""
"","Raekwon McMillan","2023","ILB","NE","$1,600,000",""
"","Nelson Agholor","2023","WR","BAL","$3,250,000",""
"","Ty Montgomery","2023","WR","NE","$1,800,000",""
"","Josh Tupou","2023","DT","CIN","$1,500,000",""
"","Carlos Watkins","2023","DE","ARI","$1,670,000",""
"","Julian Okwara","2023","OLB","DET","$1,231,703",""
"","Cam Jurgens","2023","C","PHI","$1,715,472",""
"","B.J. Ojulari","2023","DE","ARI","$2,149,402",""
"","Terrace Marshall","2023","WR","CAR","$1,432,372",""
"","Justin Evans","2023","S","PHI","$1,590,000",""
"","Jordan Akins","2023","TE","CLE","$1,950,000",""
"","Eddy Pineiro","2023","K","CAR","$2,050,000",""
"","Pete Werner","2023","OLB","NO","$1,421,170",""
"","Dare Ogunbowale","2023","RB","HOU","$1,500,000",""
"","Colton McKivitz","2023","T","SF","$2,305,000",""
"","Keanu Neal","2023","SS","PIT","$2,125,000",""
"","George Pickens","2023","WR","PIT","$1,688,045",""
"","Carlos Basham Jr.","2023","DE","BUF","$1,406,236",""
"","Josh Myers","2023","C","GB","$1,395,034",""
"","Creed Humphrey","2023","C","KC","$1,391,302",""
"","Justice Hill","2023","RB","BAL","$2,255,000",""
"","Kyle Trask","2023","QB","TB","$1,383,834",""
"","Billy Turner","2023","RT","NYJ","$1,650,000",""
"","Zack Baun","2023","OLB","NO","$1,202,797",""
"","Joe Cardona","2023","LS","NE","$1,575,000",""
"","Alec Pierce","2023","WR","IND","$1,650,336",""
"","Roderic Teamer","2023","S","LV","$1,500,000",""
"","Deandre Carter","2023","WR","LV","$1,500,000",""
"","Alex Bars","2023","G","LV","$1,500,000",""
"","Antonio Hamilton","2023","CB","ARI","$1,500,000",""
"","Michael Ford","2023","CB","CLE","$1,500,000",""
"","Khaleke Hudson","2023","LB","WAS","$1,500,000",""
"","Tyquan Lewis","2023","DE","IND","$2,100,000",""
"","Johnathan Ford","2023","S","GB","$1,500,000",""
"","Jihad Ward","2023","DE","NYG","$1,500,000",""
"","Adam Trautman","2023","TE","DEN","$1,124,851",""
"","Sam Williams","2023","DE","DAL","$1,631,686",""
"","JK Scott","2023","P","LAC","$2,000,000",""
"","David Long","2023","CB","LV","$1,500,000",""
"","Elijah Moore","2023","WR","CLE","$2,235,107",""
"","Matt Feiler","2023","G","TB","$2,500,000",""
"","Skyy Moore","2023","WR","KC","$1,612,625",""
"","Ke'Shawn Vaughn","2023","RB","TB","$1,188,999",""
"","Zane Gonzalez","2023","K","SF","$2,250,000",""
"","Riley Dixon","2023","P","DEN","$1,750,000",""
"","Trenton Scott","2023","G","WAS","$1,510,000",""
"","Steven Sims Jr.","2023","WR","HOU","$1,500,000",""
"","Jacob Bobenmoyer","2023","LS","LV","$1,271,667",""
"","Trey McBride","2023","TE","ARI","$1,574,916",""
"","Andre Cisco","2023","S","JAC","$1,309,125",""
"","Dennis Daley","2023","T","ARI","$1,600,000",""
"","Davis Mills","2023","QB","HOU","$1,304,383",""
"","Jalen Mayfield","2023","RT","ATL","$1,302,003",""
"","Joseph Ossai","2023","LB","CIN","$1,298,154",""
"","Salvon Ahmed","2023","RB","MIA","$1,450,000",""
"","Brady Christensen","2023","G","CAR","$1,290,819",""
"","Mike Boone","2023","RB","HOU","$1,550,000",""
"","Luke Goedeke","2023","G","TB","$1,544,746",""
"","Aaron Robinson","2023","CB","NYG","$1,285,823",""
"","Trystan Colon-Castillo","2023","C","NYJ","$1,660,000",""
"","A.J. Green","2023","CB","CLE","$1,400,000",""
"","Aaron Stinnie","2023","G","TB","$1,400,000",""
"","Dallin Leavitt","2023","S","GB","$1,400,000",""
"","Matt Breida","2023","RB","NYG","$1,400,000",""
"","Alim McNeill","2023","DT","DET","$1,282,297",""
"","Milton Williams","2023","DT","PHI","$1,277,543",""
"","P.J. Locke","2023","S","DEN","$1,400,000",""
"","Benjamin St-Juste","2023","CB","WAS","$1,275,188",""
"","Anfernee Jennings","2023","LB","NE","$1,149,218",""
"","Troy Andersen","2023","ILB","ATL","$1,525,893",""
"","Osa Odighizuwa","2023","DT","DAL","$1,271,548",""
"","Thomas Hennessy","2023","LS","NYJ","$1,492,500",""
"","Paulson Adebo","2023","CB","NO","$1,260,090",""
"","Josh Palmer","2023","WR","LAC","$1,258,110",""
"","Jonathan Greenard","2023","DE","HOU","$1,146,056",""
"","Josh Harris","2023","LS","LAC","$1,400,000",""
"","Ed Ingram","2023","G","MIN","$1,499,496",""
"","Malcolm Koonce","2023","DE","LV","$1,249,490",""
"","Divine Deablo","2023","OLB","LV","$1,245,208",""
"","Cam Taylor-Britt","2023","CB","CIN","$1,488,182",""
"","Cedric Ogbuehi","2023","T","MIA","$1,350,000",""
"","Dyami Brown","2023","WR","WAS","$1,236,000",""
"","Zach Wood","2023","LS","NO","$1,195,000",""
"","Tommy Tremble","2023","TE","CAR","$1,231,608",""
"","Josiah Deguara","2023","TE","GB","$1,136,942",""
"","Chauncey Golston","2023","DE","DAL","$1,229,147",""
"","Drake Jackson","2023","DE","SF","$1,473,098",""
"","Charley Hughlett","2023","LS","CLE","$1,428,750",""
"","Keeanu Benton","2023","DT","PIT","$1,833,281",""
"","JaMycal Hasty","2023","RB","JAC","$1,450,000",""
"","Kendrick Green","2023","C","PIT","$1,218,942",""
"","Bryan Cook","2023","S","KC","$1,461,785",""
